Rating,Title,Review
5.0,Brilliant,very good phone and delivery boy and service. READ MORE
5.0,Excellent,Badia mobile thank u Flipkart READ MORE
5.0,Awesome,Phone is osm READ MORE
5.0,Super!,Best Mobile for 10k.. go for it READ MORE
5.0,Just wow!,nice mobail READ MORE
5.0,Brilliant,Too good 👍👍👍 READ MORE
5.0,Highly recommended,Go for it READ MORE
5.0,Excellent,Awesome READ MORE
4.0,Good quality product,Over all good mobile READ MORE
5.0,Best in the market!,Nice READ MORE
5.0,Terrific,Value for money product hai READ MORE
4.0,Delightful,Good but slow READ MORE
5.0,Terrific,Very good product READ MORE
3.0,Not good,Very slow processor as well as not a good camera. READ MORE
3.0,Just okay,Decent phone for normal use READ MORE
4.0,Delightful,Too early to say READ MORE
5.0,Perfect product!,Good READ MORE
5.0,Fabulous!,"Value for money, best phone in this price, must buy!!! READ MORE"
3.0,Decent product,Ok READ MORE
4.0,Really Nice,Overall satisfied READ MORE
3.0,Don't waste your money,Sound quality is very poor and also camera quality is very poor just like a 2 MP camera Recommended not to buy READ MORE
4.0,Very Good,Super READ MORE
5.0,Highly recommended,Very nice 👍👍 READ MORE
3.0,Could be way better,I am using lot of Samsung mobiles but am get very bad experience about this mobile READ MORE
5.0,Excellent,Mobile is superb READ MORE
5.0,Mind-blowing purchase,Excellent product READ MORE
5.0,Awesome,BEST HAI.. READ MORE
4.0,Really Nice,Good phone READ MORE
5.0,Classy product,Budget Phone For Everyone READ MORE
5.0,Wonderful,SAMSUNG MASTER BLASTER BEAST READ MORE
5.0,Excellent,Nice color battery backup good all camera photos good READ MORE
5.0,Super!,Nice pic READ MORE
5.0,Just wow!,A good product READ MORE
4.0,Nice product,Good set READ MORE
5.0,Classy product,Nice READ MORE
5.0,Wonderful,Excellent thanks so much appreciated READ MORE
4.0,Wonderful,Mobile is genuine and well.. READ MORE
5.0,Best in the market!,Very much appreciated READ MORE
4.0,Very Good,Very nice READ MORE
3.0,Very poor,Very bad product READ MORE
5.0,Terrific,Nice READ MORE
5.0,Just wow!,Good  product READ MORE
5.0,Great product,Excellent thanks READ MORE
5.0,Terrific purchase,Very good smartphone READ MORE
5.0,Great product,Superb design n fill screen fast working nice phone in low budget READ MORE
5.0,Great product,Super READ MORE
5.0,Terrific purchase,Very nice 👌 thanks Flipkart READ MORE
3.0,Does the job,"Phone is lagging now and then Please let Samsung know this 👆 Hopefully it will get fixed by an update Otherwise average camera, average performance, Though it has a 6000mAh battery, the battery backup is not up to the mark Good for someone who's having 1st smartphone. READ MORE"
5.0,Terrific,Very Nice Product READ MORE
3.0,Nice,Ok READ MORE
5.0,Highly recommended,Good READ MORE
4.0,Wonderful,Good product READ MORE
4.0,Really Nice,Good READ MORE
3.0,Terrible product,Not as expect READ MORE
3.0,Unsatisfactory,Very bad product don't best time and money READ MORE
5.0,Terrific purchase,Excellent mobile great quality READ MORE
3.0,Fair,Not very impressive its display is not working properly READ MORE
5.0,Classy product,Over all good READ MORE
5.0,Wonderful,Its owsm phone READ MORE
5.0,Highly recommended,Good phone READ MORE
4.0,Pretty good,"Good product ..worth of price and better than M12 , weight also some what lighter than M12 phone.. READ MORE"
4.0,Wonderful,Very good products READ MORE
5.0,Wonderful,Good READ MORE
3.0,Useless product,Speakers not working properly.. READ MORE
4.0,Nice product,Just wow READ MORE
5.0,Great product,Awesome READ MORE
5.0,Worth every penny,Very nice READ MORE
5.0,Super!,Nice in budget READ MORE
5.0,Fabulous!,Nice phone  Thanks flipkart READ MORE
4.0,Delightful,Nice Phone READ MORE
4.0,Really Nice,Product is good but packaging is poor READ MORE
5.0,Best in the market!,Nice product 👌 READ MORE
5.0,Worth every penny,Good 👌 READ MORE
5.0,Great product,Very ver nice phone it is  so buy it READ MORE
5.0,Simply awesome,Very good back READ MORE
5.0,Just wow!,Good phone and battery backup READ MORE
3.0,Nice,GOOD PRODUCT READ MORE
5.0,Classy product,Just Amazing Go for it READ MORE
5.0,Best in the market!,Ok READ MORE
4.0,Wonderful,Compare price ok READ MORE
4.0,Worth the money,Dissent product READ MORE
4.0,Nice product,Nice smart phone for this budget READ MORE
5.0,Perfect product!,Amazing Product All Quality Superb READ MORE
5.0,Wonderful,best READ MORE
5.0,Mind-blowing purchase,Nice 👍👍 READ MORE
3.0,Very poor,Poor camera quality poor touch work process very slow work READ MORE
5.0,Just wow!,Osm product READ MORE
5.0,Fabulous!,Good Phone in Budget READ MORE
5.0,Brilliant,Camera Quality also Good READ MORE
4.0,Good quality product,Good READ MORE
3.0,Expected a better product,Very slow device no proper connectivity. Doest catch proper signal READ MORE
5.0,Awesome,Nice product 👌 READ MORE
5.0,Brilliant,Osm READ MORE
4.0,Pretty good,I am so happy.... very very very good phone READ MORE
5.0,Fabulous!,Good phone READ MORE
5.0,Excellent,I'm happy 😊 READ MORE
4.0,Nice product,Good Product READ MORE
4.0,Pretty good,Almost good. But camera is not good in this range. READ MORE
5.0,Wonderful,Nice one READ MORE
5.0,Highly recommended,Wawww super READ MORE
5.0,Terrific purchase,Materials is very fine READ MORE
4.0,Good quality product,Good READ MORE
3.0,Absolute rubbish!,Performance very slow READ MORE
3.0,Fair,Good READ MORE
3.0,Nice,Good READ MORE
5.0,Excellent,Nice READ MORE
3.0,Useless product,sim card slot not working... Don't buy READ MORE
3.0,Slightly disappointed,"Very poor camera quality. Probably one of the worst I've seen in Samsung mobile. Better to focus in one good single camera for budget phone, like old days. READ MORE"
5.0,Worth every penny,👍......! Affordable price nyc product READ MORE
3.0,Horrible,"I'm using this phone from 24 August 2022. Processing is so much slow, hangs all the times. Camera quality is poor. Battery backup is very good. U can buy Realme 5S instead of this phone or any other phone in this price range..very disappointed from this phone READ MORE"
5.0,Best in the market!,Nice phone READ MORE
3.0,Nice,Average Phone. Expected much in this price range. Camera is very disappointing. READ MORE
4.0,Wonderful,Nice Phone... READ MORE
5.0,Excellent,Nice READ MORE
3.0,Bad quality,Average READ MORE
4.0,Pretty good,Nice READ MORE
3.0,Decent product,No Smart View/Mirroring option. Can't access application from link READ MORE
3.0,Very poor,"Camera quality is below expectations. Processor isn't good, it has lagging issues. No shedule power on off feature.  Even can't change shortcut buttons. The only good thing about the mobile is its look. READ MORE"
4.0,Delightful,Samsung phone is good nd this Phone is Great in low prices READ MORE
5.0,Terrific,Awesome product READ MORE
5.0,Excellent,Nice phone battery backup good but camera needs slighter improvement but phone is very good READ MORE
3.0,Bad quality,Very poor camera 📸 READ MORE
5.0,Best in the market!,Really nice READ MORE
5.0,Mind-blowing purchase,Good product READ MORE
5.0,Highly recommended,Nice and my fev color READ MORE
5.0,Mind-blowing purchase,Awesome mobile READ MORE
4.0,Worth the money,good READ MORE
5.0,Worth every penny,Without charging 2 todays backup nice camera powerful processor nice look gaming phone READ MORE
5.0,Excellent,"Superb..... I like it, is was very cool gadgets, because looking and design... Wow 🥺 READ MORE"
3.0,Decent product,Phone is good in looks but performance is not good  It’s slow .  Camera is very bad  Battery is good READ MORE
5.0,Perfect product!,Very Nice phone in this budget as usual samsung is best and phone is worth of penny READ MORE
3.0,Very poor,I hate expiration vary bad products READ MORE
5.0,Classy product,good mobile READ MORE
3.0,Hated it!,Not bad READ MORE
5.0,Awesome,Good READ MORE
4.0,Really Nice,"Phone is good for day to day usage, battery performance is brilliant but with 15W charger it takes too much time to get charged. Display is good but 60 Hz display feels laggy sometimes. Camera quality is ok ok. Not recommended for heavy usage. READ MORE"
5.0,Classy product,Ok READ MORE
4.0,Good quality product,"Nice look , great working, in this amount not 5g READ MORE"
3.0,Don't waste your money,Baid product samsung old problem haing hona READ MORE
3.0,Horrible,Hanging phone READ MORE
5.0,Simply awesome,Too good on budget price READ MORE
4.0,Wonderful,Good product READ MORE
5.0,Terrific,Good product of samsung moblie READ MORE
5.0,Great product,Super READ MORE
5.0,Brilliant,Very very great deal love the phone READ MORE
5.0,Terrific purchase,Nice looking so beautiful 💯 READ MORE
5.0,Just wow!,Samsung mobile simply good.. READ MORE
5.0,Fabulous!,Nice READ MORE
4.0,Value-for-money,VERY GOOD READ MORE
5.0,Simply awesome,Good READ MORE
4.0,Delightful,"Excellent phone, battery backup is very good READ MORE"
5.0,Classy product,Good READ MORE
4.0,Good quality product,Phone is overall good.. my mom liked it. READ MORE
5.0,Terrific,GOOD PROUDECT IN FLIPKART  THANKS @FLIPKART 😊 YOU BUY THIS PHONE READ MORE
5.0,Excellent,Best phone 📱 READ MORE
5.0,Terrific,Nice product READ MORE
5.0,Simply awesome,Nice READ MORE
3.0,Nice,Nice normal use READ MORE
5.0,Must buy!,Nice READ MORE
4.0,Really Nice,Good READ MORE
5.0,Classy product,Awesome product. Happy with this product... READ MORE
5.0,Awesome,Good features phone in samsung specially full hd display.as well as battery is superb. READ MORE
3.0,Absolute rubbish!,Camera quality is so poor READ MORE
3.0,Good,Top READ MORE
5.0,Wonderful,Good READ MORE
5.0,Classy product,Good READ MORE
5.0,Wonderful,Good READ MORE
3.0,Terrible product,Very bad quality phone...very very slow READ MORE
5.0,Great product,Terrific 💯 READ MORE
5.0,Classy product,Excellent READ MORE
3.0,Horrible,After 10 minutes  mobiles  is hanging  not working  any video or App READ MORE
3.0,Fair,"Very average phone in this proce range. Very heavy and weighted. Camera is no Good, Not happy with this apart from battery. Motorala phones are good in this range like Moto G32 and G52. Poor Samsung!! READ MORE"
3.0,Utterly Disappointed,The charging connector is damaged in 3 months. I m not satisfy of this phone READ MORE
5.0,Excellent,Good product 👍 READ MORE
5.0,Best in the market!,All over good READ MORE
4.0,Pretty good,Nice READ MORE
3.0,Worthless,There is no secure folder in this phone  Knox security is only gimmick READ MORE
3.0,Decent product,Average Phone READ MORE
3.0,Absolute rubbish!,After 2nd day of using this samung phone I am deeply fed up of issues in phone  Very bad experience  Phone freezing like anything  Waste of money  0.5 Out of 10 READ MORE
4.0,Really Nice,Good READ MORE
5.0,Terrific,Good READ MORE
5.0,Terrific,Love it READ MORE
5.0,Fabulous!,Very nice READ MORE
3.0,Does the job,Getting heat READ MORE
5.0,Perfect product!,"I think it's a good budget mobile having decent camera , good battery service and a nice display. READ MORE"
5.0,Wonderful,"To be Honest Phone Quality is Just Amazing. Camera is Good no problem for that. Only Small Issue you can feel while using this phone is processing Speed, Otherwise it's the best option. READ MORE"
3.0,Good,Ok READ MORE
5.0,Terrific,"awesome phone with on time delivery.Got at very lower price in BBD sale.At this price range ,mobile is worth READ MORE"
5.0,Best in the market!,Product is good READ MORE
5.0,Wonderful,Nice phone READ MORE
5.0,Just wow!,Nice READ MORE
3.0,Just okay,Okay READ MORE
4.0,Really Nice,User friendly READ MORE
5.0,Excellent,ok READ MORE
4.0,Nice product,Good READ MORE
4.0,Pretty good,Good product. READ MORE
5.0,Fabulous!,This Mobile is really a paisa vasul product.  and we got a good discount on flipkart also . READ MORE
5.0,Best in the market!,Good READ MORE
5.0,Best in the market!,Ok READ MORE
5.0,Best in the market!,Best Phone READ MORE
3.0,Just okay,Good READ MORE
3.0,Expected a better product,Battery take 3 - 4 hrs for Charging.... Waste of money READ MORE
3.0,Not good,"This phone is a trash. Waste of money, hangs a lot even tho it's brand new. READ MORE"
5.0,Awesome,Good READ MORE
5.0,Excellent,Very nice READ MORE
4.0,Very Good,Satisfied READ MORE
3.0,Horrible,Bad mobile READ MORE
3.0,Absolute rubbish!,Not Good performance don't waste your money READ MORE
5.0,Fabulous!,Good READ MORE
3.0,Very poor,Heat issues in display and camera very very worst.. Please Please don't buy it ..display heating issues while video watching also Samsung a series also heating issues READ MORE
5.0,Classy product,Very good READ MORE
5.0,Excellent,Satisfied READ MORE
4.0,Good quality product,Nice performance READ MORE
3.0,Very poor,Hangs a lot even with normal usage Very slow phone READ MORE
5.0,Terrific,Good mobile under budget! READ MORE
5.0,Highly recommended,This phone is good for long time READ MORE
5.0,Brilliant,Best phone and thanks to Flipkart give to great deals READ MORE
3.0,Terrible product,Cemra not good READ MORE
3.0,Just okay,Ok for daily official use only Camera so so.... READ MORE
5.0,Fabulous!,Excellent 👌👌 READ MORE
4.0,Value-for-money,Super phone READ MORE
4.0,Delightful,I Really Wonder How this comes in budget friendly READ MORE
4.0,Good choice,Overall good READ MORE
3.0,Horrible,"Very bad phone, processing speed zero  Hang problem again and again READ MORE"
5.0,Highly recommended,Very good READ MORE
5.0,Terrific purchase,Satisfied READ MORE
5.0,Terrific purchase,Good morning under 10k.but cam quality just ok READ MORE
5.0,Wonderful,Verry nice READ MORE
3.0,Useless product,"Too much hanging problem, I advise to everyone not purchase this phone READ MORE"
5.0,Simply awesome,Ok READ MORE
5.0,Just wow!,Very good product READ MORE
5.0,Classy product,Very good READ MORE
3.0,Worst experience ever!,"Worst ever phone. Earlier I was using samsung m21 which started to freeze and restart, so I bought this one. Turns out, this one is the worst in every aspect. Camera is noisy in even bright daylight. Phone is super slow. No amoled display. Phone is bulky. No more samsung ever. Selling their brand name and nothing else. DO NOT EVER BUY THIS PHONE!!! READ MORE"
3.0,Just okay,Camera: Average Display: Average Battery: Good Performance: worst READ MORE
5.0,Just wow!,Nice one READ MORE
4.0,Really Nice,Good product... Under 9.5K READ MORE
4.0,Very Good,Fast Hanging Mobile Till Date READ MORE
4.0,Worth the money,Good product value for money READ MORE
4.0,Wonderful,Nice worth for price READ MORE
3.0,Good,Thanks flipkart READ MORE
5.0,Worth every penny,"This phone is good for the average use ,not for gaming or rough use READ MORE"
5.0,Worth every penny,Good phone with this price. READ MORE
3.0,Fair,Awesome READ MORE
3.0,Fair,Ok READ MORE
4.0,Good quality product,Best in market thanks Flipkart READ MORE
5.0,Fabulous!,Cool READ MORE
3.0,Worst experience ever!,Very bad Flipkart. Don't  buy anything from Flipkart READ MORE
5.0,Fabulous!,Best READ MORE
5.0,Super!,Nice display READ MORE
4.0,Good quality product,Nice READ MORE
3.0,Fair,"It's ok.. But build quality , camera and screen average READ MORE"
5.0,Perfect product!,Awesome mobile with good features READ MORE
3.0,Slightly disappointed,"Camera quality is worst, sound quality is also very bad READ MORE"
5.0,Mind-blowing purchase,Budget phone READ MORE
5.0,Just wow!,Nice Camara  Best mobile 10k budget  Best performance  But very bad delivery boy READ MORE
5.0,Super!,Nice phone READ MORE
4.0,Wonderful,Really gpods READ MORE
4.0,Worth the money,Mobile is awesome and Flipkart dilevery is so faster READ MORE
5.0,Great product,Very nice and beautiful READ MORE
5.0,Super!,It's ok READ MORE
5.0,Must buy!,Very good READ MORE
5.0,Highly recommended,Nice products READ MORE
3.0,Worthless,Phone camera not working READ MORE
5.0,Simply awesome,I've bought mobile phone in last week for my wife This phone is very smooth and in budget READ MORE
3.0,Could be way better,Average READ MORE
5.0,Wonderful,Nice READ MORE
5.0,Best in the market!,Decent purchase within the budget. Camera is satisfactory. Camera quality is the same when compared to Redmi 11T 5G which costs 16k. So comparetively it is a goof purchase in 12k. Battery is good; so is the design of the phone.  Best for normal usage.  What more is do you expect in a mere 12k! READ MORE
4.0,Good quality product,All is good READ MORE
3.0,Good,Charging point showing problem READ MORE
4.0,Good choice,Nice READ MORE
5.0,Perfect product!,I love it READ MORE
4.0,Good quality product,Good READ MORE
5.0,Classy product,Very Nice Super READ MORE
5.0,Best in the market!,Good READ MORE
3.0,Terrible product,Camera quality is very durty READ MORE
5.0,Simply awesome,Budget phone fantastic phone Samsung f13. READ MORE
5.0,Terrific purchase,Super READ MORE
4.0,Delightful,Nice phone READ MORE
3.0,Unsatisfactory,Very low processing software and slowly working bed product. READ MORE
5.0,Best in the market!,Thanks you to Flipkart READ MORE
3.0,Horrible,Delivery dely and camera was not good and hanging some problem in this phone READ MORE
5.0,Brilliant,Over all good READ MORE
5.0,Perfect product!,nice product 😋 READ MORE
5.0,Just wow!,Camera is not good but design and color very nice and performance best READ MORE
5.0,Super!,Value for money READ MORE
3.0,Bad quality,"Camara ok,but battery backup not like 6000mah 3hrs of browse usage it drain to  65%, Ram performance is not like 4+4 , some times during multitasking screen froze issue need to restart for fix ,mobile to much weight 11k of purchase I'm unhappy READ MORE"
3.0,Useless product,Don't buy this phone..... Don't do the same mistake I did READ MORE
5.0,Mind-blowing purchase,Good READ MORE
5.0,Awesome,Febulous READ MORE
4.0,Good choice,Really goods READ MORE
3.0,Moderate,Not a good product READ MORE
3.0,Useless product,Horrible READ MORE
3.0,Worthless,Worst quality phone bad performance waste of monry READ MORE
3.0,Useless product,"This phone Samsung f 13 ,hanging ,waste of money  Worst phone,hanging too much better don't go with this phone READ MORE"
5.0,Awesome,"Phone is superb all the way only phone, which I have purchased has4GB RAM. READ MORE"
3.0,Just okay,It's ok not as expected READ MORE
5.0,Fabulous!,Ok 👌 READ MORE
3.0,Terrible product,Wrost performance READ MORE
5.0,Just wow!,Good READ MORE
3.0,Horrible,"Double tap not working properly,  many types lagging issue,  calling screen not working correctly,  not visible READ MORE"
5.0,Excellent,Good enough for all the basic usage. And value for the money. READ MORE
5.0,Highly recommended,Best mobile READ MORE
4.0,Good choice,Very good product READ MORE
3.0,Fair,"Battery backup is very good, not a slim phone, mobile weight is much more. READ MORE"
5.0,Terrific,Good mobile 😊 thanks mawa Bro 😊💕 READ MORE
5.0,Simply awesome,Good READ MORE
5.0,Terrific,Great READ MORE
5.0,Simply awesome,Nice READ MORE
5.0,Fabulous!,Good READ MORE
5.0,Classy product,Nice READ MORE
3.0,Fair,"A good budget phone under 11k. You can't expect high resolution camera with this price but surprisingly the front camera performs more than expectations.. Battery backup is decent, if you are a normal multi tasking user, you will get enough backup in a single charge.....A clean UI is always better than MIUI n others... Display, sound and built quality will not let you dissatisfied at all... I am using Moto G31 too and both the phones feel similar for normal usage... READ MORE"
3.0,Nice,Not good READ MORE
3.0,Could be way better,Phone is hang any time READ MORE
4.0,Pretty good,Value for money READ MORE
3.0,Does the job,Not bad READ MORE
3.0,Not good,Product is ok but delivery speed was too bad. READ MORE
5.0,Highly recommended,Nice one READ MORE
3.0,Not that great product,Camera quality is not that good. READ MORE
5.0,Classy product,Good one in budget READ MORE
3.0,Terrible product,Hanging laging READ MORE
4.0,Wonderful,Good phone READ MORE
3.0,Very poor,Screen cast  not working READ MORE
4.0,Good choice,Very good product READ MORE
3.0,Could be way better,display is not good READ MORE
3.0,Just okay,Good READ MORE
3.0,Fair,A very good product READ MORE
5.0,Perfect product!,Nice READ MORE
5.0,Brilliant,Good budget phone READ MORE
3.0,Good,Battery ok camera not good READ MORE
4.0,decenct product,samsung f13 genuine good  good display and camera  camera is normal but detials are highlighted on my 1st booting really i feel laggy i am an 120hz refresh rate user but in that time i feel very laggy and model itself is kind of lag not hang i mean  its an budget phone with good specs and battery only 15watt charging support i given this phone to my relation one  and its yours choice READ MORE
3.0,Just okay,little bit heavier in weight as compared to peers. Good product for a lighter use. READ MORE
5.0,Brilliant,Nice noty phone READ MORE
3.0,Unsatisfactory,Very slow phone .its wastage of money READ MORE
5.0,Mind-blowing purchase,Everything is good.  Thanks flipkart READ MORE
5.0,Simply awesome,Nice mobile phone is battery backups very good   impress me READ MORE
3.0,Moderate,Camera bad quality  and first time ues in again to again hang READ MORE
5.0,Mind-blowing purchase,It is best READ MORE
4.0,Very Good,Good READ MORE
5.0,Must buy!,Vrey nice phone READ MORE
3.0,Hated it!,Very bad READ MORE
4.0,Very Good,Value for money mobile. Satisfied performance with amazing feeling for SAMSUNG mobile. Got good buy back mobile price n double credit card discount - thanks to flipkart. READ MORE
5.0,Just wow!,Fabulous product I am happy READ MORE
5.0,Worth every penny,Nice product READ MORE
4.0,Really Nice,Camara is avrage Battery good Display good Avrage phone.. READ MORE
5.0,Great product,Nice READ MORE
5.0,Just wow!,Nice product READ MORE
3.0,Does the job,Battery is good Performance is around average Camera poor (like under 10k mobile) Fit and finish is okay 🙂 READ MORE
4.0,Good choice,Good mobile with this price READ MORE
5.0,Super!,Nice phone READ MORE
4.0,Nice product,Phone is realy very good READ MORE
3.0,Not good,Product is ok but delivery speed was too bad. READ MORE
5.0,Highly recommended,Nice one READ MORE
3.0,Not that great product,Camera quality is not that good. READ MORE
5.0,Classy product,Good one in budget READ MORE
3.0,Terrible product,Hanging laging READ MORE
4.0,Wonderful,Good phone READ MORE
3.0,Very poor,Screen cast  not working READ MORE
4.0,Good choice,Very good product READ MORE
